department,num_email_recipients,num_female_recipients,pct_female_recipients,num_urm_recipients,pct_urm_recipients,num_black_recipients,pct_black_recipients,num_hispanic_recipients,pct_hispanic_recipients,num_assistant_prof_recipients,pct_assistant_prof_recipients,department_clean
University of Louisville-Chemistry,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Chemistry-University of Louisville
University of Louisville-Computer Science,3,1,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,Computer Science-University of Louisville
University of Louisville-Mathematics,15,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Mathematics-University of Louisville
University of Louisville-Mechanical Engineering,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Mechanical Engineering-University of Louisville
University of Louisville-Physics,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Physics-University of Louisville
University of Maine-Mathematics,48,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Mathematics-University of Maine
University of Maine-Mechanical Engineering,48,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Mechanical Engineering-University of Maine
University of Maine-Physics,48,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Physics-University of Maine
"University of Maryland, Baltimore County-Mathematics",1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"Mathematics-University of Maryland, Baltimore County"
"University of Maryland, Baltimore County-Physics",48,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"Physics-University of Maryland, Baltimore County"
"University of Maryland, College Park-Computer Science",5,1,0.2,0,0.0,0,0.0,0,0.0,0,0.0,"Computer Science-University of Maryland, College Park"
"University of Maryland, College Park-Mathematics",24,0,0.0,1,0.0417,0,0.0,1,0.0417,0,0.0,"Mathematics-University of Maryland, College Park"
"University of Maryland, College Park-Mechanical Engineering",1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"Mechanical Engineering-University of Maryland, College Park"
"University of Maryland, College Park-Physics",48,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"Physics-University of Maryland, College Park"
University of Massachusetts Amherst-Chemistry,1,0,0.0,1,1.0,0,0.0,1,1.0,0,0.0,Chemistry-University of Massachusetts Amherst
University of Massachusetts Amherst-Computer Science,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Computer Science-University of Massachusetts Amherst
University of Massachusetts Amherst-Mathematics,4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Mathematics-University of Massachusetts Amherst
University of Memphis-Chemistry,2,0,0.0,1,0.5,0,0.0,1,0.5,0,0.0,Chemistry-University of Memphis
University of Memphis-Computer Science,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Computer Science-University of Memphis
University of Memphis-Mathematics,1,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,Mathematics-University of Memphis
University of Memphis-Physics,2,1,0.5,1,0.5,0,0.0,1,0.5,0,0.0,Physics-University of Memphis
University of Miami-Chemistry,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Chemistry-University of Miami
University of Miami-Computer Science,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Computer Science-University of Miami
University of Miami-Mathematics,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Mathematics-University of Miami
University of Miami-Physics,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Physics-University of Miami
University of Michigan-Chemistry,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Chemistry-University of Michigan
University of Michigan-Computer Science,14,3,0.2143,0,0.0,0,0.0,0,0.0,0,0.0,Computer Science-University of Michigan
University of Michigan-Mathematics,13,2,0.1538,0,0.0,0,0.0,0,0.0,0,0.0,Mathematics-University of Michigan
University of Michigan-Mechanical Engineering,2,2,1.0,0,0.0,0,0.0,0,0.0,0,0.0,Mechanical Engineering-University of Michigan
University of Michigan-Physics,4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Physics-University of Michigan
University of Minnesota-Chemistry,1,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,Chemistry-University of Minnesota
University of Minnesota-Computer Science,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Computer Science-University of Minnesota
University of Minnesota-Mathematics,14,0,0.0,1,0.0714,0,0.0,1,0.0714,0,0.0,Mathematics-University of Minnesota
University of Minnesota-Mechanical Engineering,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Mechanical Engineering-University of Minnesota
University of Minnesota-Physics,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Physics-University of Minnesota
University of Mississippi-Chemistry,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Chemistry-University of Mississippi
University of Mississippi-Mathematics,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Mathematics-University of Mississippi
University of Mississippi-Physics,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Physics-University of Mississippi
University of Missouri-Chemistry,3,1,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,Chemistry-University of Missouri
University of Missouri-Mathematics,6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Mathematics-University of Missouri
University of Missouri-Mechanical Engineering,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Mechanical Engineering-University of Missouri
University of Missouri-Physics,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Physics-University of Missouri
University of Montana-Chemistry,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Chemistry-University of Montana
University of Montana-Mathematics,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Mathematics-University of Montana
University of Nebraska-Lincoln-Chemistry,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Lincoln-Chemistry-University of Nebraska
University of Nebraska-Lincoln-Computer Science,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Lincoln-Computer Science-University of Nebraska
University of Nebraska-Lincoln-Mathematics,2,1,0.5,1,0.5,0,0.0,1,0.5,0,0.0,Lincoln-Mathematics-University of Nebraska
University of Nebraska-Lincoln-Physics,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Lincoln-Physics-University of Nebraska
"University of Nevada, Las Vegas-Physics",1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"Physics-University of Nevada, Las Vegas"
"University of Nevada, Reno-Computer Science",1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"Computer Science-University of Nevada, Reno"
"University of Nevada, Reno-Mathematics",1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"Mathematics-University of Nevada, Reno"
University of New Hampshire-Chemistry,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Chemistry-University of New Hampshire
University of New Hampshire-Mathematics,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Mathematics-University of New Hampshire
University of New Hampshire-Physics,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Physics-University of New Hampshire
University of New Mexico-Chemistry,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Chemistry-University of New Mexico
University of New Mexico-Computer Science,1,1,1.0,1,1.0,0,0.0,1,1.0,0,0.0,Computer Science-University of New Mexico
University of New Mexico-Mathematics,5,1,0.2,0,0.0,0,0.0,0,0.0,0,0.0,Mathematics-University of New Mexico
University of New Mexico-Physics,2,0,0.0,1,0.5,0,0.0,1,0.5,0,0.0,Physics-University of New Mexico
University of North Carolina at Chapel Hill-Chemistry,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Chemistry-University of North Carolina at Chapel Hill
University of North Carolina at Chapel Hill-Computer Science,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Computer Science-University of North Carolina at Chapel Hill
University of North Carolina at Chapel Hill-Mathematics,7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Mathematics-University of North Carolina at Chapel Hill
University of North Carolina at Chapel Hill-Physics,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Physics-University of North Carolina at Chapel Hill
University of North Texas-Chemistry,2,0,0.0,1,0.5,1,0.5,0,0.0,0,0.0,Chemistry-University of North Texas
University of North Texas-Computer Science,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Computer Science-University of North Texas
University of North Texas-Mathematics,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Mathematics-University of North Texas
University of North Texas-Mechanical Engineering,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Mechanical Engineering-University of North Texas
University of North Texas-Physics,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Physics-University of North Texas
University of Notre Dame-Chemistry,2,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,Chemistry-University of Notre Dame
University of Notre Dame-Mathematics,4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Mathematics-University of Notre Dame
University of Notre Dame-Physics,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Physics-University of Notre Dame
University of Oklahoma-Chemistry,2,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,Chemistry-University of Oklahoma
University of Oklahoma-Mathematics,17,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Mathematics-University of Oklahoma
University of Oklahoma-Physics,2,0,0.0,2,1.0,0,0.0,2,1.0,0,0.0,Physics-University of Oklahoma
University of Oregon-Computer Science,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Computer Science-University of Oregon
University of Oregon-Mathematics,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Mathematics-University of Oregon
University of Oregon-Physics,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Physics-University of Oregon
University of Pennsylvania-Chemistry,4,1,0.25,0,0.0,0,0.0,0,0.0,0,0.0,Chemistry-University of Pennsylvania
University of Pennsylvania-Computer Science,3,2,0.6667,1,0.3333,0,0.0,1,0.3333,0,0.0,Computer Science-University of Pennsylvania
University of Pennsylvania-Mathematics,3,2,0.6667,1,0.3333,1,0.3333,0,0.0,0,0.0,Mathematics-University of Pennsylvania
University of Pennsylvania-Mechanical Engineering,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Mechanical Engineering-University of Pennsylvania
University of Pittsburgh-Chemistry,2,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,Chemistry-University of Pittsburgh
University of Pittsburgh-Computer Science,2,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,Computer Science-University of Pittsburgh
University of Pittsburgh-Physics,2,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,Physics-University of Pittsburgh
University of Rochester-Chemistry,2,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,Chemistry-University of Rochester
University of Rochester-Computer Science,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Computer Science-University of Rochester
University of Rochester-Mechanical Engineering,2,1,0.5,1,0.5,0,0.0,1,0.5,0,0.0,Mechanical Engineering-University of Rochester
University of Rochester-Physics,4,1,0.25,0,0.0,0,0.0,0,0.0,0,0.0,Physics-University of Rochester
University of South Carolina-Chemistry,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Chemistry-University of South Carolina
University of South Carolina-Mathematics,12,2,0.1667,0,0.0,0,0.0,0,0.0,0,0.0,Mathematics-University of South Carolina
University of South Carolina-Physics,2,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,Physics-University of South Carolina
University of South Florida-Chemistry,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Chemistry-University of South Florida
University of South Florida-Computer Science,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Computer Science-University of South Florida
University of South Florida-Mathematics,5,1,0.2,0,0.0,0,0.0,0,0.0,0,0.0,Mathematics-University of South Florida
University of South Florida-Mechanical Engineering,2,2,1.0,1,0.5,0,0.0,1,0.5,0,0.0,Mechanical Engineering-University of South Florida
University of Southern California-Chemistry,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Chemistry-University of Southern California
University of Southern California-Computer Science,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Computer Science-University of Southern California
University of Southern California-Mathematics,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Mathematics-University of Southern California
University of Southern California-Mechanical Engineering,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Mechanical Engineering-University of Southern California
University of Southern California-Physics,2,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,Physics-University of Southern California
University of Southern Mississippi-Chemistry,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Chemistry-University of Southern Mississippi
University of Southern Mississippi-Mechanical Engineering,48,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Mechanical Engineering-University of Southern Mississippi
University of Southern Mississippi-Physics,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Physics-University of Southern Mississippi
University of Tennessee-Chemistry,2,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,Chemistry-University of Tennessee
University of Tennessee-Computer Science,48,0,0.0,1,0.0208,1,0.0208,0,0.0,0,0.0,Computer Science-University of Tennessee
University of Tennessee-Mathematics,7,0,0.0,1,0.1429,0,0.0,1,0.1429,0,0.0,Mathematics-University of Tennessee
University of Tennessee-Mechanical Engineering,2,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,Mechanical Engineering-University of Tennessee
University of Tennessee-Physics,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Physics-University of Tennessee
University of Texas at Arlington-Chemistry,2,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,Chemistry-University of Texas at Arlington
University of Texas at Arlington-Computer Science,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Computer Science-University of Texas at Arlington
University of Texas at Arlington-Mathematics,2,1,0.5,1,0.5,1,0.5,0,0.0,0,0.0,Mathematics-University of Texas at Arlington
University of Texas at Arlington-Mechanical Engineering,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Mechanical Engineering-University of Texas at Arlington
University of Texas at Arlington-Physics,2,1,0.5,1,0.5,1,0.5,0,0.0,0,0.0,Physics-University of Texas at Arlington
University of Texas at Austin-Computer Science,3,2,0.6667,0,0.0,0,0.0,0,0.0,0,0.0,Computer Science-University of Texas at Austin
University of Texas at Austin-Mathematics,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Mathematics-University of Texas at Austin
University of Texas at Austin-Physics,2,0,0.0,2,1.0,0,0.0,2,1.0,0,0.0,Physics-University of Texas at Austin
University of Texas at Dallas-Chemistry,2,2,1.0,1,0.5,1,0.5,0,0.0,0,0.0,Chemistry-University of Texas at Dallas
University of Texas at Dallas-Mathematics,8,0,0.0,1,0.125,0,0.0,1,0.125,0,0.0,Mathematics-University of Texas at Dallas
University of Texas at Dallas-Mechanical Engineering,2,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,Mechanical Engineering-University of Texas at Dallas
University of Texas at Dallas-Physics,2,0,0.0,1,0.5,0,0.0,1,0.5,0,0.0,Physics-University of Texas at Dallas
University of Texas at El Paso-Chemistry,1,0,0.0,1,1.0,0,0.0,1,1.0,0,0.0,Chemistry-University of Texas at El Paso
University of Texas at El Paso-Computer Science,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Computer Science-University of Texas at El Paso
University of Texas at El Paso-Mathematics,2,1,0.5,1,0.5,0,0.0,1,0.5,0,0.0,Mathematics-University of Texas at El Paso
University of Texas at San Antonio-Chemistry,48,1,0.0208,0,0.0,0,0.0,0,0.0,0,0.0,Chemistry-University of Texas at San Antonio
University of Texas at San Antonio-Mathematics,2,0,0.0,1,0.5,0,0.0,1,0.5,0,0.0,Mathematics-University of Texas at San Antonio
University of Texas at San Antonio-Physics,48,1,0.0208,0,0.0,0,0.0,0,0.0,0,0.0,Physics-University of Texas at San Antonio
University of Utah-Chemistry,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Chemistry-University of Utah
University of Utah-Computer Science,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Computer Science-University of Utah
University of Utah-Mathematics,7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Mathematics-University of Utah
University of Utah-Mechanical Engineering,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Mechanical Engineering-University of Utah
University of Utah-Physics,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Physics-University of Utah
University of Virginia-Chemistry,48,1,0.0208,0,0.0,0,0.0,0,0.0,0,0.0,Chemistry-University of Virginia
University of Virginia-Mathematics,10,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Mathematics-University of Virginia
University of Virginia-Physics,6,1,0.1667,1,0.1667,1,0.1667,0,0.0,0,0.0,Physics-University of Virginia
University of Washington-Chemistry,48,1,0.0208,0,0.0,0,0.0,0,0.0,0,0.0,Chemistry-University of Washington
University of Washington-Computer Science,1,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,Computer Science-University of Washington
University of Washington-Mathematics,5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Mathematics-University of Washington
University of Washington-Mechanical Engineering,1,0,0.0,1,1.0,0,0.0,1,1.0,0,0.0,Mechanical Engineering-University of Washington
University of Washington-Physics,48,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Physics-University of Washington
University of Wisconsin-Madison-Chemistry,48,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Madison-Chemistry-University of Wisconsin
University of Wisconsin-Madison-Mathematics,23,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Madison-Mathematics-University of Wisconsin
University of Wisconsin-Madison-Mechanical Engineering,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Madison-Mechanical Engineering-University of Wisconsin
University of Wisconsin-Madison-Physics,4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Madison-Physics-University of Wisconsin
University of Wisconsin-Milwaukee-Computer Science,1,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,Milwaukee-Computer Science-University of Wisconsin
University of Wisconsin-Milwaukee-Mathematics,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Milwaukee-Mathematics-University of Wisconsin
University of Wisconsin-Milwaukee-Mechanical Engineering,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Milwaukee-Mechanical Engineering-University of Wisconsin
University of Wisconsin-Milwaukee-Physics,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Milwaukee-Physics-University of Wisconsin
Utah State University-Chemistry,48,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Chemistry-Utah State University
Utah State University-Mathematics,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Mathematics-Utah State University
Utah State University-Mechanical Engineering,2,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,Mechanical Engineering-Utah State University
Utah State University-Physics,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Physics-Utah State University
Vanderbilt University-Chemistry,1,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,Chemistry-Vanderbilt University
Vanderbilt University-Mathematics,6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Mathematics-Vanderbilt University
Vanderbilt University-Mechanical Engineering,2,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,Mechanical Engineering-Vanderbilt University
Vanderbilt University-Physics,1,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,Physics-Vanderbilt University
Virginia Commonwealth University-Chemistry,48,1,0.0208,0,0.0,0,0.0,0,0.0,0,0.0,Chemistry-Virginia Commonwealth University
Virginia Commonwealth University-Computer Science,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Computer Science-Virginia Commonwealth University
Virginia Commonwealth University-Mathematics,7,2,0.2857,1,0.1429,0,0.0,1,0.1429,0,0.0,Mathematics-Virginia Commonwealth University
Virginia Commonwealth University-Mechanical Engineering,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Mechanical Engineering-Virginia Commonwealth University
Virginia Commonwealth University-Physics,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Physics-Virginia Commonwealth University
Virginia Tech-Chemistry,1,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,Chemistry-Virginia Tech
Virginia Tech-Computer Science,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Computer Science-Virginia Tech
Virginia Tech-Mathematics,48,1,0.0208,0,0.0,0,0.0,0,0.0,0,0.0,Mathematics-Virginia Tech
Virginia Tech-Mechanical Engineering,1,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,Mechanical Engineering-Virginia Tech
Virginia Tech-Physics,9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Physics-Virginia Tech
Washington State University-Chemistry,48,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Chemistry-Washington State University
Washington State University-Computer Science,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Computer Science-Washington State University
Washington State University-Mathematics,13,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Mathematics-Washington State University
Washington State University-Mechanical Engineering,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Mechanical Engineering-Washington State University
Washington State University-Physics,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Physics-Washington State University
Washington University in St. Louis-Chemistry,48,1,0.0208,0,0.0,0,0.0,0,0.0,0,0.0,Chemistry-Washington University in St. Louis
Washington University in St. Louis-Computer Science,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Computer Science-Washington University in St. Louis
Washington University in St. Louis-Mathematics,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Mathematics-Washington University in St. Louis
Washington University in St. Louis-Mechanical Engineering,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Mechanical Engineering-Washington University in St. Louis
Washington University in St. Louis-Physics,48,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Physics-Washington University in St. Louis
Wayne State University-Chemistry,4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Chemistry-Wayne State University
Wayne State University-Computer Science,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Computer Science-Wayne State University
Wayne State University-Mathematics,16,0,0.0,1,0.0625,0,0.0,1,0.0625,0,0.0,Mathematics-Wayne State University
Wayne State University-Mechanical Engineering,2,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,Mechanical Engineering-Wayne State University
Wayne State University-Physics,4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Physics-Wayne State University
West Virginia University-Chemistry,48,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Chemistry-West Virginia University
West Virginia University-Computer Science,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Computer Science-West Virginia University
West Virginia University-Mathematics,2,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,Mathematics-West Virginia University
West Virginia University-Mechanical Engineering,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Mechanical Engineering-West Virginia University
West Virginia University-Physics,48,1,0.0208,0,0.0,0,0.0,0,0.0,0,0.0,Physics-West Virginia University
Yale University-Chemistry,48,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Chemistry-Yale University
Yale University-Computer Science,1,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,Computer Science-Yale University
Yale University-Mathematics,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Mathematics-Yale University
Yale University-Physics,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Physics-Yale University
