university,discipline,condition,num_peer_universities,shown_database_size,shown_black_faculty,total_speakers,speakers_from_shown_db,percent_from_shown_db,used_shown_db,black_speakers,black_from_shown_db
Arizona State University,Mathematics,control,40,33,12,50,0,0.0,False,0,0
Arizona State University,Physics,treatment,40,29,9,81,0,0.0,False,2,0
Arizona State University,Chemistry,control,40,33,12,72,0,0.0,False,4,0
Arizona State University,Computer Science,treatment,0,0,0,0,0,0.0,False,0,0
Arizona State University,Mechanical Engineering,treatment,40,37,21,49,0,0.0,False,4,0
Auburn University,Mathematics,control,40,32,10,87,0,0.0,False,2,0
Auburn University,Mechanical Engineering,control,40,35,19,4,0,0.0,False,0,0
Auburn University,Chemistry,treatment,40,23,12,31,0,0.0,False,0,0
Auburn University,Computer Science,control,40,29,18,12,0,0.0,False,0,0
Baylor University,Mathematics,control,40,30,11,35,0,0.0,False,1,0
Baylor University,Physics,control,0,0,0,0,0,0.0,False,0,0
Baylor University,Chemistry,control,40,36,16,10,0,0.0,False,0,0
Binghamton University,Mathematics,control,40,29,10,124,0,0.0,False,1,0
Binghamton University,Computer Science,control,40,25,14,14,0,0.0,False,0,0
Binghamton University,Mechanical Engineering,control,40,34,19,6,0,0.0,False,0,0
Boston College,Mathematics,control,40,36,13,39,0,0.0,False,1,0
Boston College,Physics,treatment,40,28,11,23,0,0.0,False,1,0
Boston University,Physics,control,40,40,9,68,0,0.0,False,1,0
Boston University,Mathematics,treatment,40,35,12,76,0,0.0,False,2,0
Boston University,Computer Science,treatment,40,31,17,50,0,0.0,False,0,0
Boston University,Mechanical Engineering,control,40,37,21,13,0,0.0,False,1,0
Boston University,Chemistry,treatment,40,27,12,33,0,0.0,False,1,0
Brandeis University,Physics,treatment,40,28,8,41,0,0.0,False,1,0
Brandeis University,Computer Science,control,40,25,14,6,0,0.0,False,0,0
Brandeis University,Mathematics,treatment,40,33,13,65,0,0.0,False,4,0
Brown University,Physics,treatment,40,45,14,36,0,0.0,False,1,0
Brown University,Mechanical Engineering,treatment,40,37,22,15,0,0.0,False,0,0
Brown University,Mathematics,control,40,35,15,169,0,0.0,False,2,0
Brown University,Chemistry,control,40,35,13,71,1,0.014084507042253521,True,3,0
Brown University,Computer Science,control,40,35,21,33,0,0.0,False,0,0
California Institute of Technology,Physics,control,40,48,16,43,0,0.0,False,1,0
California Institute of Technology,Chemistry,control,40,25,13,52,0,0.0,False,0,0
California Institute of Technology,Mechanical Engineering,treatment,40,61,40,13,0,0.0,False,1,0
California Institute of Technology,Mathematics,control,40,36,15,79,0,0.0,False,2,0
California Institute of Technology,Computer Science,control,40,36,22,6,0,0.0,False,0,0
Carnegie Mellon University,Computer Science,control,40,36,22,144,0,0.0,False,2,0
Carnegie Mellon University,Mathematics,treatment,40,34,14,57,0,0.0,False,1,0
Carnegie Mellon University,Mechanical Engineering,control,40,63,40,4,0,0.0,False,0,0
Carnegie Mellon University,Chemistry,control,40,26,14,9,0,0.0,False,1,0
Case Western Reserve University,Physics,control,40,33,8,40,0,0.0,False,0,0
Case Western Reserve University,Mathematics,treatment,40,31,9,40,0,0.0,False,2,0
Case Western Reserve University,Computer Science,treatment,0,0,0,0,0,0.0,False,0,0
Case Western Reserve University,Chemistry,control,40,34,14,17,0,0.0,False,0,0
Clemson University,Mathematics,treatment,40,27,8,15,0,0.0,False,0,0
Clemson University,Mechanical Engineering,treatment,0,0,0,0,0,0.0,False,0,0
Clemson University,Physics,control,40,28,9,5,0,0.0,False,0,0
Clemson University,Computer Science,control,0,0,0,0,0,0.0,False,0,0
Clemson University,Chemistry,control,40,29,13,31,0,0.0,False,2,0
Colorado School of Mines,Physics,control,40,26,11,17,0,0.0,False,2,0
Colorado School of Mines,Mathematics,control,40,27,11,17,0,0.0,False,0,0
Colorado School of Mines,Mechanical Engineering,control,40,37,20,4,0,0.0,False,0,0
Colorado School of Mines,Computer Science,control,40,31,20,18,0,0.0,False,0,0
Colorado School of Mines,Chemistry,control,40,33,14,23,0,0.0,False,1,0
Colorado State University,Mathematics,treatment,40,29,11,66,0,0.0,False,4,0
Colorado State University,Chemistry,treatment,40,36,13,65,0,0.0,False,2,0
Colorado State University,Computer Science,control,40,24,14,33,0,0.0,False,0,0
Colorado State University,Physics,control,40,25,10,29,0,0.0,False,0,0
Columbia University,Mathematics,treatment,40,34,14,222,1,0.0045045045045045045,True,6,0
Columbia University,Computer Science,treatment,0,0,0,0,0,0.0,False,0,0
Columbia University,Physics,treatment,40,46,16,102,1,0.00980392156862745,True,2,0
Columbia University,Mechanical Engineering,treatment,40,59,39,5,0,0.0,False,0,0
Columbia University,Chemistry,treatment,40,25,13,25,0,0.0,False,1,0
Cornell University,Computer Science,control,40,35,21,144,1,0.006944444444444444,True,4,0
Cornell University,Mathematics,control,40,35,15,134,0,0.0,False,2,0
Cornell University,Physics,control,40,49,16,51,0,0.0,False,1,0
Cornell University,Mechanical Engineering,control,40,64,41,12,0,0.0,False,0,0
Cornell University,Chemistry,control,40,25,13,58,0,0.0,False,0,0
Dartmouth College,Mathematics,treatment,40,35,12,91,0,0.0,False,4,0
Dartmouth College,Physics,control,40,29,6,19,0,0.0,False,0,0
Dartmouth College,Chemistry,treatment,40,34,15,16,0,0.0,False,1,0
Drexel University,Mechanical Engineering,treatment,0,0,0,0,0,0.0,False,0,0
Drexel University,Mathematics,control,40,31,12,15,0,0.0,False,0,0
Duke University,Mathematics,control,40,36,15,28,0,0.0,False,0,0
Duke University,Chemistry,control,40,23,13,26,1,0.038461538461538464,True,1,0
Duke University,Computer Science,treatment,40,36,22,20,0,0.0,False,0,0
Duke University,Mechanical Engineering,control,40,65,41,21,0,0.0,False,0,0
Emory University,Physics,control,40,28,7,8,0,0.0,False,0,0
Emory University,Mathematics,treatment,40,34,11,24,0,0.0,False,2,0
Emory University,Chemistry,control,40,26,14,50,1,0.02,True,0,0
Florida International University,Physics,treatment,42,21,8,11,0,0.0,False,1,0
Florida International University,Chemistry,treatment,40,23,14,9,0,0.0,False,0,0
Florida International University,Mathematics,treatment,40,25,8,32,0,0.0,False,2,0
Florida State University,Physics,control,40,32,9,44,1,0.022727272727272728,True,0,0
Florida State University,Mathematics,treatment,40,39,13,68,0,0.0,False,1,0
Florida State University,Chemistry,control,40,33,14,120,0,0.0,False,12,0
Florida State University,Computer Science,treatment,40,32,20,15,0,0.0,False,0,0
Florida State University,Mechanical Engineering,treatment,40,31,16,9,0,0.0,False,1,0
George Mason University,Chemistry,treatment,40,25,13,14,0,0.0,False,1,0
George Mason University,Mathematics,control,40,30,12,71,0,0.0,False,1,0
George Mason University,Mechanical Engineering,treatment,40,32,17,12,0,0.0,False,0,0
George Mason University,Physics,control,46,20,8,26,0,0.0,False,0,0
George Mason University,Computer Science,control,40,30,20,2,0,0.0,False,0,0
George Washington University,Mathematics,control,40,30,11,20,0,0.0,False,2,0
George Washington University,Physics,treatment,0,0,0,0,0,0.0,False,0,0
George Washington University,Chemistry,treatment,40,23,12,16,0,0.0,False,1,0
Georgetown University,Physics,control,40,21,9,19,0,0.0,False,0,0
Georgetown University,Chemistry,control,40,23,11,24,0,0.0,False,3,0
Georgetown University,Mathematics,control,40,34,14,19,0,0.0,False,0,0
Georgia Institute of Technology,Physics,treatment,40,47,16,41,0,0.0,False,0,0
Georgia Institute of Technology,Chemistry,treatment,40,23,11,22,0,0.0,False,1,0
Georgia Institute of Technology,Computer Science,treatment,40,36,22,23,0,0.0,False,0,0
Georgia Institute of Technology,Mechanical Engineering,control,40,61,37,11,0,0.0,False,0,0
Georgia State University,Physics,control,42,21,8,18,0,0.0,False,1,0
Georgia State University,Chemistry,control,40,25,13,23,0,0.0,False,2,0
"Graduate Center, CUNY",Mathematics,treatment,40,39,14,314,0,0.0,False,3,0
"Graduate Center, CUNY",Mechanical Engineering,treatment,40,35,19,10,0,0.0,False,0,0
Harvard University,Computer Science,treatment,40,34,21,37,0,0.0,False,0,0
Harvard University,Physics,treatment,40,47,16,86,0,0.0,False,0,0
Harvard University,Mechanical Engineering,control,40,65,41,11,0,0.0,False,0,0
Harvard University,Chemistry,treatment,40,25,13,18,0,0.0,False,1,0
Indiana University Bloomington,Chemistry,control,40,28,15,27,0,0.0,False,1,0
Indiana University Bloomington,Mathematics,treatment,40,42,17,96,0,0.0,False,1,0
Indiana University Bloomington,Physics,control,40,31,8,24,0,0.0,False,1,0
Iowa State University,Mathematics,control,40,38,12,66,0,0.0,False,2,0
Iowa State University,Chemistry,control,40,36,14,53,0,0.0,False,0,0
Iowa State University,Computer Science,control,40,34,23,6,0,0.0,False,0,0
Iowa State University,Physics,treatment,40,30,8,20,0,0.0,False,0,0
Iowa State University,Mechanical Engineering,control,40,36,19,2,0,0.0,False,0,0
Johns Hopkins University,Chemistry,control,40,25,13,12,0,0.0,False,0,0
Johns Hopkins University,Physics,control,40,46,14,118,2,0.01694915254237288,True,0,0
Johns Hopkins University,Mathematics,control,40,35,14,95,0,0.0,False,3,0
Johns Hopkins University,Mechanical Engineering,control,40,64,40,31,0,0.0,False,0,0
Johns Hopkins University,Computer Science,control,40,36,22,37,0,0.0,False,0,0
Kansas State University,Physics,treatment,40,20,8,52,0,0.0,False,0,0
Kansas State University,Chemistry,treatment,40,29,12,10,0,0.0,False,1,0
Kansas State University,Mathematics,treatment,40,29,11,27,0,0.0,False,0,0
Kent State University,Mathematics,control,44,22,9,51,0,0.0,False,0,0
Kent State University,Chemistry,treatment,40,26,14,11,0,0.0,False,0,0
Kent State University,Physics,control,42,21,8,36,0,0.0,False,0,0
Louisiana State University,Mathematics,treatment,40,33,9,132,0,0.0,False,1,0
Louisiana State University,Chemistry,treatment,40,26,12,65,0,0.0,False,6,0
Louisiana State University,Physics,control,40,27,11,36,0,0.0,False,0,0
Louisiana State University,Computer Science,control,40,25,14,8,0,0.0,False,0,0
Massachusetts Institute of Technology,Mathematics,control,40,34,15,220,1,0.004545454545454545,True,4,1
Massachusetts Institute of Technology,Chemistry,treatment,40,23,11,53,0,0.0,False,2,0
Massachusetts Institute of Technology,Physics,treatment,40,47,16,128,1,0.0078125,True,1,0
Massachusetts Institute of Technology,Computer Science,control,40,35,21,69,0,0.0,False,0,0
Massachusetts Institute of Technology,Mechanical Engineering,treatment,40,64,40,12,0,0.0,False,0,0
Michigan State University,Physics,control,40,42,15,51,0,0.0,False,1,0
Michigan State University,Mathematics,control,40,36,13,211,0,0.0,False,1,0
Michigan State University,Computer Science,control,40,30,19,19,0,0.0,False,0,0
Michigan State University,Chemistry,treatment,40,30,14,7,0,0.0,False,0,0
Mississippi State University,Chemistry,treatment,40,24,13,11,0,0.0,False,1,0
Mississippi State University,Physics,treatment,42,21,8,23,0,0.0,False,2,0
Mississippi State University,Computer Science,control,40,25,14,1,0,0.0,False,0,0
Mississippi State University,Mathematics,treatment,44,21,8,9,0,0.0,False,0,0
Montana State University,Mathematics,treatment,44,22,9,41,0,0.0,False,1,0
Montana State University,Computer Science,control,40,25,14,11,0,0.0,False,0,0
Montana State University,Physics,control,46,20,8,7,0,0.0,False,0,0
Montana State University,Chemistry,treatment,40,25,14,25,0,0.0,False,2,0
New Jersey Institute of Technology,Computer Science,control,40,25,14,29,0,0.0,False,0,0
New Jersey Institute of Technology,Mathematics,treatment,40,29,11,35,0,0.0,False,0,0
New Jersey Institute of Technology,Physics,treatment,44,20,8,30,0,0.0,False,0,0
New York University,Mathematics,control,40,35,14,141,0,0.0,False,2,0
New York University,Physics,treatment,40,46,14,138,2,0.014492753623188406,True,2,2
New York University,Chemistry,control,40,32,13,37,0,0.0,False,0,0
New York University,Computer Science,treatment,40,34,20,67,0,0.0,False,1,0
North Carolina State University,Mathematics,treatment,40,33,12,73,0,0.0,False,1,0
North Carolina State University,Chemistry,control,40,31,13,66,0,0.0,False,3,0
North Carolina State University,Physics,control,40,27,8,30,0,0.0,False,1,0
North Carolina State University,Mechanical Engineering,control,40,35,20,13,0,0.0,False,0,0
North Carolina State University,Computer Science,control,40,30,18,29,0,0.0,False,1,0
North Dakota State University,Mathematics,treatment,44,21,9,23,0,0.0,False,0,0
North Dakota State University,Physics,treatment,42,21,8,5,0,0.0,False,0,0
North Dakota State University,Computer Science,control,0,0,0,0,0,0.0,False,0,0
Northeastern University,Computer Science,treatment,40,32,20,23,0,0.0,False,0,0
Northeastern University,Mathematics,treatment,40,32,10,21,0,0.0,False,0,0
Northeastern University,Physics,treatment,40,26,7,16,0,0.0,False,0,0
Northeastern University,Chemistry,control,40,33,13,14,0,0.0,False,1,0
Northwestern University,Mathematics,treatment,40,35,15,73,0,0.0,False,1,0
Northwestern University,Computer Science,control,40,33,19,19,0,0.0,False,1,0
Ohio State University,Mathematics,treatment,40,36,17,201,0,0.0,False,1,0
Ohio State University,Physics,treatment,40,43,14,143,0,0.0,False,5,0
Ohio State University,Chemistry,treatment,40,25,13,48,0,0.0,False,1,0
Ohio University,Physics,treatment,40,23,9,37,0,0.0,False,1,0
Ohio University,Chemistry,control,40,29,15,2,0,0.0,False,0,0
Ohio University,Mathematics,treatment,0,0,0,0,0,0.0,False,0,0
Oklahoma State University-Stillwater,Mathematics,control,40,30,11,85,1,0.011764705882352941,True,0,0
Oklahoma State University-Stillwater,Chemistry,treatment,40,28,14,4,0,0.0,False,0,0
Oklahoma State University-Stillwater,Physics,control,46,22,10,1,0,0.0,False,0,0
Old Dominion University,Chemistry,treatment,40,26,14,34,0,0.0,False,1,0
Old Dominion University,Computer Science,control,40,25,14,31,0,0.0,False,2,0
Old Dominion University,Physics,control,42,21,8,9,0,0.0,False,0,0
Old Dominion University,Mathematics,control,0,0,0,0,0,0.0,False,0,0
Oregon State University,Computer Science,control,40,33,21,31,0,0.0,False,0,0
Oregon State University,Mathematics,treatment,40,29,11,131,0,0.0,False,0,0
Oregon State University,Mechanical Engineering,treatment,40,35,19,41,0,0.0,False,4,0
Oregon State University,Physics,control,42,20,8,39,0,0.0,False,1,0
Oregon State University,Chemistry,control,40,32,13,5,0,0.0,False,0,0
Pennsylvania State University,Mathematics,control,40,39,16,187,0,0.0,False,1,0
Pennsylvania State University,Physics,control,40,47,15,23,1,0.043478260869565216,True,1,1
Pennsylvania State University,Mechanical Engineering,control,40,64,41,15,0,0.0,False,1,0
Pennsylvania State University,Chemistry,treatment,40,27,13,32,0,0.0,False,2,0
Princeton University,Mathematics,control,40,36,15,328,0,0.0,False,4,0
Princeton University,Chemistry,treatment,40,25,13,40,0,0.0,False,0,0
Princeton University,Physics,control,40,49,16,40,1,0.025,True,0,0
Princeton University,Mechanical Engineering,control,40,63,39,14,0,0.0,False,1,0
Princeton University,Computer Science,treatment,40,34,21,14,0,0.0,False,0,0
Purdue University,Physics,control,40,43,11,82,0,0.0,False,0,0
Purdue University,Mathematics,treatment,40,41,18,128,0,0.0,False,2,0
Purdue University,Chemistry,control,40,24,13,95,0,0.0,False,5,0
Purdue University,Computer Science,treatment,40,35,22,73,0,0.0,False,1,0
Purdue University,Mechanical Engineering,treatment,40,60,39,8,0,0.0,False,0,0
Rensselaer Polytechnic Institute,Mathematics,treatment,40,33,10,18,0,0.0,False,0,0
Rensselaer Polytechnic Institute,Chemistry,treatment,40,32,14,9,0,0.0,False,1,0
Rensselaer Polytechnic Institute,Mechanical Engineering,treatment,40,39,23,13,0,0.0,False,0,0
Rensselaer Polytechnic Institute,Physics,control,40,27,5,20,0,0.0,False,0,0
Rensselaer Polytechnic Institute,Computer Science,control,40,32,22,5,0,0.0,False,0,0
Rice University,Mathematics,treatment,40,37,16,73,1,0.0136986301369863,True,3,1
Rice University,Physics,treatment,40,47,16,39,0,0.0,False,0,0
Rice University,Computer Science,control,40,34,20,9,0,0.0,False,0,0
Rice University,Chemistry,treatment,40,22,12,45,0,0.0,False,2,0
Rice University,Mechanical Engineering,treatment,40,63,39,8,0,0.0,False,1,0
Rutgers University-New Brunswick,Physics,control,40,46,15,188,0,0.0,False,0,0
Rutgers University-New Brunswick,Mathematics,control,40,37,17,173,0,0.0,False,1,0
Rutgers University-New Brunswick,Computer Science,treatment,40,34,18,27,0,0.0,False,0,0
Rutgers University-New Brunswick,Chemistry,treatment,40,28,12,31,1,0.03225806451612903,True,1,1
Rutgers University-New Brunswick,Mechanical Engineering,treatment,40,41,22,14,0,0.0,False,1,0
Stanford University,Chemistry,treatment,40,24,12,46,0,0.0,False,1,0
Stanford University,Mathematics,treatment,40,36,15,225,0,0.0,False,4,0
Stanford University,Physics,control,40,48,15,22,0,0.0,False,1,0
Stony Brook University,Physics,treatment,40,44,15,158,0,0.0,False,2,0
Stony Brook University,Mathematics,control,40,38,17,96,0,0.0,False,1,0
Stony Brook University,Chemistry,control,40,32,13,51,0,0.0,False,1,0
Stony Brook University,Computer Science,control,40,29,16,14,0,0.0,False,0,0
Syracuse University,Physics,treatment,40,29,7,44,0,0.0,False,4,0
Syracuse University,Chemistry,treatment,40,31,14,8,0,0.0,False,1,0
Temple University,Mathematics,control,40,30,9,109,0,0.0,False,4,0
Temple University,Physics,treatment,40,24,9,1,0,0.0,False,0,0
Temple University,Chemistry,treatment,40,33,14,6,0,0.0,False,1,0
Texas A&M University,Mathematics,treatment,40,42,17,131,1,0.007633587786259542,True,2,1
Texas A&M University,Chemistry,treatment,40,23,12,70,0,0.0,False,1,0
Texas A&M University,Computer Science,control,40,27,16,4,0,0.0,False,0,0
Texas A&M University,Mechanical Engineering,treatment,40,61,40,12,0,0.0,False,1,0
Texas A&M University,Physics,treatment,0,0,0,0,0,0.0,False,0,0
Texas Tech University,Computer Science,treatment,40,23,13,14,0,0.0,False,0,0
Texas Tech University,Chemistry,treatment,40,24,14,28,0,0.0,False,2,0
Texas Tech University,Mathematics,control,40,25,8,40,0,0.0,False,1,0
Texas Tech University,Mechanical Engineering,treatment,40,32,18,10,0,0.0,False,0,0
Texas Tech University,Physics,treatment,42,21,8,29,0,0.0,False,0,0
Tufts University,Mathematics,control,40,33,10,70,0,0.0,False,2,0
Tufts University,Physics,treatment,40,23,10,68,0,0.0,False,2,0
Tufts University,Chemistry,treatment,40,31,13,23,0,0.0,False,2,0
Tufts University,Computer Science,control,40,30,19,52,0,0.0,False,1,0
Tufts University,Mechanical Engineering,control,40,40,21,21,0,0.0,False,0,0
Tulane University,Mathematics,treatment,40,36,12,62,0,0.0,False,1,0
Tulane University,Computer Science,control,40,35,23,21,0,0.0,False,0,0
Tulane University,Chemistry,control,40,23,11,21,0,0.0,False,0,0
Tulane University,Physics,treatment,40,23,9,12,0,0.0,False,1,0
"University at Albany, SUNY",Physics,treatment,42,21,8,10,0,0.0,False,0,0
"University at Albany, SUNY",Mathematics,control,40,20,9,48,0,0.0,False,1,0
"University at Albany, SUNY",Chemistry,treatment,0,0,0,0,0,0.0,False,0,0
University at Buffalo,Computer Science,control,40,29,19,9,0,0.0,False,0,0
University at Buffalo,Mathematics,control,40,30,11,34,0,0.0,False,0,0
University at Buffalo,Chemistry,control,40,36,15,25,1,0.04,True,1,0
University at Buffalo,Physics,treatment,40,20,7,34,0,0.0,False,1,0
University at Buffalo,Mechanical Engineering,control,40,35,19,15,0,0.0,False,1,0
University of Alabama,Chemistry,treatment,40,23,12,21,0,0.0,False,0,0
University of Alabama,Computer Science,control,40,23,12,6,0,0.0,False,0,0
University of Alabama,Physics,control,44,21,9,31,0,0.0,False,1,0
University of Alabama,Mathematics,control,40,25,10,15,0,0.0,False,0,0
University of Alabama,Mechanical Engineering,treatment,40,34,19,55,0,0.0,False,1,0
University of Alabama at Birmingham,Mathematics,control,40,27,9,12,0,0.0,False,0,0
University of Alabama at Birmingham,Chemistry,treatment,40,25,14,21,0,0.0,False,1,0
University of Alabama in Huntsville,Mathematics,control,44,21,8,1,0,0.0,False,0,0
University of Alabama in Huntsville,Physics,control,42,20,8,5,0,0.0,False,0,0
University of Arizona,Mathematics,treatment,40,37,14,69,1,0.014492753623188406,True,0,0
University of Arizona,Chemistry,control,40,36,15,47,0,0.0,False,0,0
University of Arizona,Physics,control,40,41,13,67,0,0.0,False,1,0
University of Arizona,Mechanical Engineering,control,40,35,19,9,0,0.0,False,0,0
University of Arizona,Computer Science,treatment,40,30,21,6,0,0.0,False,0,0
University of Arkansas,Physics,control,0,0,0,0,0,0.0,False,0,0
University of Arkansas,Mathematics,treatment,40,21,10,43,0,0.0,False,0,0
University of Arkansas,Chemistry,treatment,40,25,13,14,0,0.0,False,2,0
"University of California, Berkeley",Mathematics,treatment,40,36,15,308,2,0.006493506493506494,True,11,1
"University of California, Berkeley",Chemistry,treatment,40,23,12,37,0,0.0,False,1,0
"University of California, Berkeley",Physics,control,40,46,16,34,0,0.0,False,0,0
"University of California, Berkeley",Mechanical Engineering,control,40,63,39,2,0,0.0,False,0,0
"University of California, Berkeley",Computer Science,control,40,35,21,11,0,0.0,False,0,0
"University of California, Davis",Mathematics,control,40,37,16,158,0,0.0,False,2,0
"University of California, Davis",Physics,control,40,42,11,100,0,0.0,False,2,0
"University of California, Davis",Chemistry,treatment,40,28,14,19,0,0.0,False,1,0
"University of California, Irvine",Mathematics,control,40,41,17,114,0,0.0,False,2,0
"University of California, Irvine",Physics,treatment,40,39,10,92,0,0.0,False,6,0
"University of California, Irvine",Computer Science,treatment,40,35,20,32,0,0.0,False,0,0
"University of California, Irvine",Chemistry,control,40,25,13,17,0,0.0,False,0,0
"University of California, Irvine",Mechanical Engineering,control,40,39,22,20,0,0.0,False,0,0
"University of California, Los Angeles",Mathematics,control,40,34,14,199,0,0.0,False,0,0
